title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link,matched_image,mean_rating,cluster,cluster_name,search_blob
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines","[ Chris Fregly,  and , Antje Barth]",31.990000000000002,521.0,4.4,159.0,71.0,14.0,6.0,6.0,3.0,7 x 1.25 x 9.25 inches,1.82,English,"O'Reilly Media; 1st edition (May 11, 2021)", ,/Data-Science-AWS-End-End/dp/1492079391/ref=sr_1_47?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-47,https://www.amazon.com/Data-Science-AWS-End-End/dp/1492079391/ref=sr_1_47?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-47,data_science_on_aws_implementing_end_to_end_continuous_ai_and_machine_learning_pipelines.jpg,4.44,2,Advanced Data Analysis Techniques,"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines [ Chris Fregly,  and , Antje Barth] English O'Reilly Media; 1st edition (May 11, 2021) Advanced Data Analysis Techniques rating 4.4 stars 4.44 159 reviews priced at $31.99 521 pages"
"Statistics for Absolute Beginners (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 5)",unknown,41.722,166.0,4.4,149.0,68.0,13.0,11.0,2.0,6.0,Unknown,5.091209596389087,English,"Scatterplot Press; 2nd edition (February 24, 2020)",Unknown,/Statistics-Absolute-Beginners-Second-Theobald-ebook/dp/B0854DM1Y7/ref=sr_1_38?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-38,https://www.amazon.com/Statistics-Absolute-Beginners-Second-Theobald-ebook/dp/B0854DM1Y7/ref=sr_1_38?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-38,statistics_for_absolute_beginners_second_edition_data_science_python_and_statistics_for_beginners.jpg,4.35,0,Beginner Python & Data Analysis,"Statistics for Absolute Beginners (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 5) unknown English Scatterplot Press; 2nd edition (February 24, 2020) Beginner Python & Data Analysis rating 4.4 stars 4.35 149 reviews priced at $41.72 166 pages"
How to Lead in Data Science,"[ Jike Chong,  and , Yue Cathy Chang]",43.49,512.0,4.8,32.0,88.0,6.0,6.0,3.0,3.0,7.38 x 1.1 x 9.25 inches,2.07,English,"Manning (December 21, 2021)", ,/Lead-Data-Science-Jike-Chong/dp/1617298891/ref=sr_1_35?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-35,https://www.amazon.com/Lead-Data-Science-Jike-Chong/dp/1617298891/ref=sr_1_35?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-35,julia_data_science.jpg,4.632075471698113,1,General Data Science & R/Python Basics,"How to Lead in Data Science [ Jike Chong,  and , Yue Cathy Chang] English Manning (December 21, 2021) General Data Science & R/Python Basics rating 4.8 stars 4.632075471698113 32 reviews priced at $43.49 512 pages"
Fundamentals of Data Engineering: Plan and Build Robust Data Systems,"[ Joe Reis,  and , Matt Housley]",48.99,446.0,4.9,91.0,94.0,5.0,1.0,3.0,3.0,7 x 1 x 9.25 inches,1.57,English,"O'Reilly Media; 1st edition (July 26, 2022)", ,/Fundamentals-Data-Engineering-Robust-Systems/dp/1098108302/ref=sr_1_31?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-31,https://www.amazon.com/Fundamentals-Data-Engineering-Robust-Systems/dp/1098108302/ref=sr_1_31?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-31,fundamentals_of_data_engineering_plan_and_build_robust_data_systems.jpg,4.735849056603773,2,Advanced Data Analysis Techniques,"Fundamentals of Data Engineering: Plan and Build Robust Data Systems [ Joe Reis,  and , Matt Housley] English O'Reilly Media; 1st edition (July 26, 2022) Advanced Data Analysis Techniques rating 4.9 stars 4.735849056603773 91 reviews priced at $48.99 446 pages"
Build a Career in Data Science,"[ Emily Robinson, Jacqueline Nolis, et al.]",42.141999999999996,398.0,4.7,96.0,84.0,5.0,8.0,1.0,2.0,Unknown,3.9297536898625394,en,Unknown,#372 in ,/Build-Career-Data-Science/dp/B08NXHQQC5/ref=sr_1_28?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-28,https://www.amazon.com/Build-Career-Data-Science/dp/B08NXHQQC5/ref=sr_1_28?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-28,julia_data_science.jpg,4.68,1,General Data Science & R/Python Basics,"Build a Career in Data Science [ Emily Robinson, Jacqueline Nolis, et al.] en Unknown General Data Science & R/Python Basics rating 4.7 stars 4.68 96 reviews priced at $42.14 398 pages"
Think Like a Data Scientist: Tackle the data science process step-by-step,[ Brian Godsey],29.59,328.0,4.5,33.0,59.0,33.0,6.0,2.0,3.0,7.38 x 0.7 x 9.25 inches,1.47,English,"Manning; 1st edition (April 2, 2017)",978-1633430273,/Think-Like-Scientist-step-step/dp/1633430278/ref=sr_1_22?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-22,https://www.amazon.com/Think-Like-Scientist-step-step/dp/1633430278/ref=sr_1_22?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-22,think_like_a_data_scientist_tackle_the_data_science_process_step__step.jpg,4.388349514563107,1,General Data Science & R/Python Basics,"Think Like a Data Scientist: Tackle the data science process step-by-step [ Brian Godsey] English Manning; 1st edition (April 2, 2017) General Data Science & R/Python Basics rating 4.5 stars 4.388349514563107 33 reviews priced at $29.59 328 pages"
Data Science for Business: What You Need to Know About Data Mining and Data-Analytic Thinking,"[ Foster Provost, Tom Fawcett, et al.]",78.872,398.0,4.5,1001.0,72.0,15.0,7.0,3.0,3.0,Unknown,3.9297536898625394,en,Unknown,Unknown,/Data-Science-Business-Data-Analytic-Thinking/dp/B08VL5K5ZX/ref=sr_1_16?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-16,https://www.amazon.com/Data-Science-Business-Data-Analytic-Thinking/dp/B08VL5K5ZX/ref=sr_1_16?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671164641&sprefix=data+science%2Caps%2C586&sr=8-16,data_science_for_business_what_you_need_to_know_about_data_mining_and_data_analytic_thinking.jpg,4.5,0,Beginner Python & Data Analysis,"Data Science for Business: What You Need to Know About Data Mining and Data-Analytic Thinking [ Foster Provost, Tom Fawcett, et al.] en Unknown Beginner Python & Data Analysis rating 4.5 stars 4.5 1001 reviews priced at $78.87 398 pages"
The Self-Taught Computer Scientist: The Beginner's Guide to Data Structures & Algorithms,[ Cory Althoff],19.49,224.0,4.5,98.0,76.0,9.0,12.0,2.0,2.0,7.38 x 0.51 x 9.25 inches,13.6,English,"Wiley; 1st edition (October 1, 2021)",978-1119724414,/Self-Taught-Computer-Scientist-Beginners-Science/dp/1119724414/ref=sr_1_107?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-107,https://www.amazon.com/Self-Taught-Computer-Scientist-Beginners-Science/dp/1119724414/ref=sr_1_107?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-107,the_self_taught_computer_scientist_the_beginners_guide_to_data_structures_and_algorithms.jpg,4.534653465346534,0,Beginner Python & Data Analysis,"The Self-Taught Computer Scientist: The Beginner's Guide to Data Structures & Algorithms [ Cory Althoff] English Wiley; 1st edition (October 1, 2021) Beginner Python & Data Analysis rating 4.5 stars 4.534653465346534 98 reviews priced at $19.49 224 pages"
Practical Statistics for Data Scientists: 50 Essential Concepts,"[ Peter Bruce,  and , Andrew Bruce]",60.0,318.0,4.5,402.0,71.0,15.0,7.0,2.0,5.0,6.75 x 0.5 x 9 inches,1.22,English,"O'Reilly Media; 1st edition (June 13, 2017)",978-1491952962,/Practical-Statistics-Data-Scientists-Essential/dp/1491952962/ref=sr_1_108?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-108,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/1491952962/ref=sr_1_108?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-108,practical_statistics_for_data_scientists_50_essential_concepts_using_r_and_python.jpg,4.45,2,Advanced Data Analysis Techniques,"Practical Statistics for Data Scientists: 50 Essential Concepts [ Peter Bruce,  and , Andrew Bruce] English O'Reilly Media; 1st edition (June 13, 2017) Advanced Data Analysis Techniques rating 4.5 stars 4.45 402 reviews priced at $60.00 318 pages"
The Art of Statistics: How to Learn from Data,[ David Spiegelhalter],17.99,448.0,4.6,2906.0,73.0,19.0,6.0,1.0,2.0,5.5 x 1.25 x 8.5 inches,13.3,English,"Basic Books (August 17, 2021)",978-1541675704,/Art-Statistics-How-Learn-Data/dp/1541675703/ref=sr_1_101?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-101,https://www.amazon.com/Art-Statistics-How-Learn-Data/dp/1541675703/ref=sr_1_101?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-101,the_art_of_statistics_how_to_learn_from_data.jpg,4.584158415841584,1,General Data Science & R/Python Basics,"The Art of Statistics: How to Learn from Data [ David Spiegelhalter] English Basic Books (August 17, 2021) General Data Science & R/Python Basics rating 4.6 stars 4.584158415841584 2906 reviews priced at $17.99 448 pages"
Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,"[ Hariom Tatsat, Sahil Puri, et al.]",44.49,432.0,4.3,54.0,66.0,18.0,6.0,3.0,7.0,7 x 0.75 x 9 inches,1.45,English,"O'Reilly Media; 1st edition (December 1, 2020)",978-1492073055,/Machine-Learning-Science-Blueprints-Finance/dp/1492073059/ref=sr_1_97?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-97,https://www.amazon.com/Machine-Learning-Science-Blueprints-Finance/dp/1492073059/ref=sr_1_97?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-97,machine_learning_and_data_science_blueprints_for_finance_from_building_trading_strategies_to_robo_advisors_using_python.jpg,4.33,2,Advanced Data Analysis Techniques,"Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python [ Hariom Tatsat, Sahil Puri, et al.] English O'Reilly Media; 1st edition (December 1, 2020) Advanced Data Analysis Techniques rating 4.3 stars 4.33 54 reviews priced at $44.49 432 pages"
Effective Data Science Infrastructure: How to make data scientists productive,[ Ville Tuulos],47.99,352.0,4.6,8.0,82.0,18.0,7.0,3.0,3.0,7.38 x 0.8 x 9.25 inches,1.32,English,"Manning (August 16, 2022)",978-1617299193,/Effective-Data-Science-Infrastructure-scientists/dp/1617299197/ref=sr_1_93?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-93,https://www.amazon.com/Effective-Data-Science-Infrastructure-scientists/dp/1617299197/ref=sr_1_93?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-93,effective_data_science_infrastructure_how_to_make_data_scientists_productive.jpg,4.530973451327434,1,General Data Science & R/Python Basics,"Effective Data Science Infrastructure: How to make data scientists productive [ Ville Tuulos] English Manning (August 16, 2022) General Data Science & R/Python Basics rating 4.6 stars 4.530973451327434 8 reviews priced at $47.99 352 pages"
Text as Data: A New Framework for Machine Learning and the Social Sciences,"[ Justin Grimmer, Margaret E. Roberts, et al.]",35.99,360.0,4.7,24.0,72.0,22.0,6.0,3.0,3.0,7 x 1 x 10 inches,1.55,English,"Princeton University Press (March 29, 2022)", ,/Text-Data-Framework-Learning-Sciences/dp/0691207550/ref=sr_1_86?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-86,https://www.amazon.com/Text-Data-Framework-Learning-Sciences/dp/0691207550/ref=sr_1_86?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165031&sprefix=data+science%2Caps%2C586&sr=8-86,text_as_data_a_new_framework_for_machine_learning_and_the_social_sciences.jpg,4.481132075471698,0,Beginner Python & Data Analysis,"Text as Data: A New Framework for Machine Learning and the Social Sciences [ Justin Grimmer, Margaret E. Roberts, et al.] English Princeton University Press (March 29, 2022) Beginner Python & Data Analysis rating 4.7 stars 4.481132075471698 24 reviews priced at $35.99 360 pages"
Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition),unknown,80.0,510.0,4.8,37.0,84.0,9.0,7.0,3.0,3.0,8.9 x 1.2 x 11 inches,3.73,English,"Chapman and Hall/CRC; 1st edition (November 22, 2019)",978-1138492530,/Data-Science-Machine-Learning-Mathematical/dp/1138492531/ref=sr_1_156?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-156,https://www.amazon.com/Data-Science-Machine-Learning-Mathematical/dp/1138492531/ref=sr_1_156?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-156,a_first_course_in_machine_learning_chapman_and_hallcrc_machine_learning_and_pattern_recognition.jpg,4.584905660377358,1,General Data Science & R/Python Basics,"Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition) unknown English Chapman and Hall/CRC; 1st edition (November 22, 2019) General Data Science & R/Python Basics rating 4.8 stars 4.584905660377358 37 reviews priced at $80.00 510 pages"
Mathematics for Machine Learning,unknown,48.99,398.0,4.7,608.0,80.0,13.0,3.0,2.0,2.0,7 x 0.92 x 10 inches,1.76,English,"Cambridge University Press; 1st edition (April 23, 2020)",978-1108455145,/Mathematics-Machine-Learning-Peter-Deisenroth/dp/110845514X/ref=sr_1_148?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-148,https://www.amazon.com/Mathematics-Machine-Learning-Peter-Deisenroth/dp/110845514X/ref=sr_1_148?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-148,mathematics_for_machine_technology.jpg,4.67,2,Advanced Data Analysis Techniques,"Mathematics for Machine Learning unknown English Cambridge University Press; 1st edition (April 23, 2020) Advanced Data Analysis Techniques rating 4.7 stars 4.67 608 reviews priced at $48.99 398 pages"
The Art of Data Science,"[ Roger Peng,  and , Elizabeth Matsui]",20.0,170.0,4.6,50.0,74.0,18.0,5.0,3.0,3.0,5.98 x 0.43 x 9.02 inches,9.1,English,"Lulu.com; null edition (June 8, 2016)",978-1365061462,/Art-Data-Science-Roger-Peng/dp/1365061469/ref=sr_1_147?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-147,https://www.amazon.com/Art-Data-Science-Roger-Peng/dp/1365061469/ref=sr_1_147?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-147,game_data_science.jpg,4.524271844660194,1,General Data Science & R/Python Basics,"The Art of Data Science [ Roger Peng,  and , Elizabeth Matsui] English Lulu.com; null edition (June 8, 2016) General Data Science & R/Python Basics rating 4.6 stars 4.524271844660194 50 reviews priced at $20.00 170 pages"
The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science,[ Alex Gorelik],38.84,224.0,4.3,72.0,59.0,21.0,10.0,5.0,4.0,7 x 0.4 x 9.1 inches,1.47,English,"O'Reilly Media; 1st edition (March 21, 2019)",978-1491931554,/Enterprise-Big-Data-Lake-Delivering/dp/1491931558/ref=sr_1_146?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-146,https://www.amazon.com/Enterprise-Big-Data-Lake-Delivering/dp/1491931558/ref=sr_1_146?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-146,the_enterprise_big_data_lake_delivering_the_promise_of_big_data_and_data_science.jpg,4.2727272727272725,2,Advanced Data Analysis Techniques,"The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science [ Alex Gorelik] English O'Reilly Media; 1st edition (March 21, 2019) Advanced Data Analysis Techniques rating 4.3 stars 4.2727272727272725 72 reviews priced at $38.84 224 pages"
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),unknown,99.95,468.0,3.6,7.0,49.0,17.0,17.0,17.0,3.0,7.1 x 1.2 x 9.9 inches,3.0,English,"Chapman and Hall/CRC; 1st edition (November 30, 2021)", ,/Foundations-Statistics-Data-Scientists-Statistical/dp/0367748452/ref=sr_1_137?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-137,https://www.amazon.com/Foundations-Statistics-Data-Scientists-Statistical/dp/0367748452/ref=sr_1_137?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-137,time_series_chapman_and_hallcrc_texts_in_statistical_science.jpg,3.8932038834951457,0,Beginner Python & Data Analysis,"Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science) unknown English Chapman and Hall/CRC; 1st edition (November 30, 2021) Beginner Python & Data Analysis rating 3.6 stars 3.8932038834951457 7 reviews priced at $99.95 468 pages"
"Business Intelligence, Analytics, and Data Science: A Managerial Perspective","[ Ramesh Sharda, Dursun Delen, et al.]",111.99000000000001,512.0,4.5,280.0,77.0,8.0,7.0,2.0,6.0,9.8 x 7.8 x 0.7 inches,2.03,English,"Pearson; 4th edition (January 13, 2017)", ,/Business-Intelligence-Analytics-Data-Science/dp/0134633288/ref=sr_1_138?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-138,https://www.amazon.com/Business-Intelligence-Analytics-Data-Science/dp/0134633288/ref=sr_1_138?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165042&sprefix=data+science%2Caps%2C586&sr=8-138,business_intelligence_analytics_and_data_science_a_managerial_perspective.jpg,4.48,1,General Data Science & R/Python Basics,"Business Intelligence, Analytics, and Data Science: A Managerial Perspective [ Ramesh Sharda, Dursun Delen, et al.] English Pearson; 4th edition (January 13, 2017) General Data Science & R/Python Basics rating 4.5 stars 4.48 280 reviews priced at $111.99 512 pages"
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data",[ EMC Education Services],54.99,432.0,4.4,194.0,69.0,16.0,7.0,3.0,6.0,7.3 x 1 x 9.4 inches,2.41,English,"Wiley; 1st edition (January 27, 2015)",978-1118876138,/Data-Science-Big-Analytics-Discovering/dp/111887613X/ref=sr_1_204?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-204,https://www.amazon.com/Data-Science-Big-Analytics-Discovering/dp/111887613X/ref=sr_1_204?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-204,data_science_and_big_data_analytics_discovering_analyzing_visualizing_and_presenting_data.jpg,4.376237623762377,3,Practical Data Tools & Techniques,"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data [ EMC Education Services] English Wiley; 1st edition (January 27, 2015) Practical Data Tools & Techniques rating 4.4 stars 4.376237623762377 194 reviews priced at $54.99 432 pages"
Emotional Data,[ Abby Jame],4.990000000000002,24.0,5.0,3.0,100.0,15.0,7.0,3.0,3.0,6.6 x 0.25 x 10.2 inches,5.3,English,"Silver Sprocket (November 1, 2021)",978-1945509469,/Emotional-Data-Abby-Jame/dp/1945509465/ref=sr_1_199?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-199,https://www.amazon.com/Emotional-Data-Abby-Jame/dp/1945509465/ref=sr_1_199?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-199,integrating_data.jpg,4.609375,0,Beginner Python & Data Analysis,"Emotional Data [ Abby Jame] English Silver Sprocket (November 1, 2021) Beginner Python & Data Analysis rating 5.0 stars 4.609375 3 reviews priced at $4.99 24 pages"
"Practical Data Science with R, Second Edition","[ Nina Zumel,  and , John Mount]",35.74,483.0,4.5,36.0,71.0,14.0,11.0,5.0,3.0,7.38 x 1.2 x 9.25 inches,2.29,English,"Manning; 2nd edition (December 7, 2019)",978-1617295874,/Practical-Data-Science-Nina-Zumel/dp/1617295876/ref=sr_1_191?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-191,https://www.amazon.com/Practical-Data-Science-Nina-Zumel/dp/1617295876/ref=sr_1_191?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-191,practical_data_science_with_r.jpg,4.394230769230769,1,General Data Science & R/Python Basics,"Practical Data Science with R, Second Edition [ Nina Zumel,  and , John Mount] English Manning; 2nd edition (December 7, 2019) General Data Science & R/Python Basics rating 4.5 stars 4.394230769230769 36 reviews priced at $35.74 483 pages"
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 3)",unknown,78.872,167.0,4.5,1123.0,68.0,18.0,8.0,3.0,2.0,Unknown,5.08620332092992,English,"Scatterplot Press; 2nd edition (June 21, 2017)",Unknown,/Machine-Learning-Absolute-Beginners-Introduction-ebook/dp/B07335JNW1/ref=sr_1_189?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-189,https://www.amazon.com/Machine-Learning-Absolute-Beginners-Introduction-ebook/dp/B07335JNW1/ref=sr_1_189?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-189,statistics_for_absolute_beginners_second_edition_data_science_python_and_statistics_for_beginners.jpg,4.484848484848484,0,Beginner Python & Data Analysis,"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 3) unknown English Scatterplot Press; 2nd edition (June 21, 2017) Beginner Python & Data Analysis rating 4.5 stars 4.484848484848484 1123 reviews priced at $78.87 167 pages"
Power and Prediction: The Disruptive Economics of Artificial Intelligence,"[ Ajay Agrawal, Joshua Gans, et al.]",27.0,288.0,4.4,15.0,84.0,16.0,7.0,3.0,3.0,6.5 x 1.25 x 9.75 inches,1.1,English,"Harvard Business Review Press (November 15, 2022)",978-1647824198,/Power-Prediction-Disruptive-Artificial-Intelligence/dp/1647824192/ref=sr_1_187?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-187,https://www.amazon.com/Power-Prediction-Disruptive-Artificial-Intelligence/dp/1647824192/ref=sr_1_187?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165050&sprefix=data+science%2Caps%2C586&sr=8-187,machine_learning_architecture_in_the_age_of_artificial_intelligence.jpg,4.548672566371682,3,Practical Data Tools & Techniques,"Power and Prediction: The Disruptive Economics of Artificial Intelligence [ Ajay Agrawal, Joshua Gans, et al.] English Harvard Business Review Press (November 15, 2022) Practical Data Tools & Techniques rating 4.4 stars 4.548672566371682 15 reviews priced at $27.00 288 pages"
Communicating with Data: The Art of Writing for Data Science,"[ Deborah Nolan,  and , Sara Stoudt]",51.0,352.0,4.6,6.0,78.0,22.0,7.0,3.0,3.0,9.1 x 0.8 x 6.1 inches,1.29,English,"Oxford University Press; 1st edition (May 25, 2021)",978-0198862758,/Communicating-Data-Art-Writing-Science/dp/019886275X/ref=sr_1_250?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-250,https://www.amazon.com/Communicating-Data-Art-Writing-Science/dp/019886275X/ref=sr_1_250?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-250,communicating_with_data_making_your_case_with_data.jpg,4.495575221238938,2,Advanced Data Analysis Techniques,"Communicating with Data: The Art of Writing for Data Science [ Deborah Nolan,  and , Sara Stoudt] English Oxford University Press; 1st edition (May 25, 2021) Advanced Data Analysis Techniques rating 4.6 stars 4.495575221238938 6 reviews priced at $51.00 352 pages"
Big Data Science in Finance,"[ Irene Aldridge,  and , Marco Avellaneda]",75.83,336.0,4.1,11.0,56.0,20.0,12.0,12.0,3.0,7.3 x 1 x 10.2 inches,1.87,English,"Wiley; 1st edition (January 27, 2021)", ,/Data-Science-Finance-Irene-Aldridge/dp/111960298X/ref=sr_1_252?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-252,https://www.amazon.com/Data-Science-Finance-Irene-Aldridge/dp/111960298X/ref=sr_1_252?crid=1IWIG31DNPO6P&keywords=data+science&qid=1671165060&sprefix=data+science%2Caps%2C586&sr=8-252,game_data_science.jpg,4.106796116504855,1,General Data Science & R/Python Basics,"Big Data Science in Finance [ Irene Aldridge,  and , Marco Avellaneda] English Wiley; 1st edition (January 27, 2021) General Data Science & R/Python Basics rating 4.1 stars 4.106796116504855 11 reviews priced at $75.83 336 pages"
Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam,"[ Andreas Botsikas,  and , Michael Hlobil]",53.64,448.0,4.4,17.0,68.0,14.0,9.0,9.0,3.0,7.5 x 1.01 x 9.25 inches,1.69,English,"Packt Publishing (December 3, 2021)", ,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A07383351LXTTO69ZN3QK&qualifier=1671165050&id=5922903231367767&widgetName=sp_mtf&url=%2FAzure-Scientist-Associate-Certification-hands%2Fdp%2F1800565003%2Fref%3Dsr_1_179_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165050%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-179-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A07383351LXTTO69ZN3QK&qualifier=1671165050&id=5922903231367767&widgetName=sp_mtf&url=%2FAzure-Scientist-Associate-Certification-hands%2Fdp%2F1800565003%2Fref%3Dsr_1_179_sspa%3Fcrid%3D1IWIG31DNPO6P%26keywords%3Ddata%2Bscience%26qid%3D1671165050%26sprefix%3Ddata%2Bscience%252Caps%252C586%26sr%3D8-179-spons%26psc%3D1,azure_data_engineer_associate_certification_guide_a_hands_on_reference_guide_to_developing_your_data_engineering_skills_and_preparing_for_the_dp_203_exam.jpg,4.310679611650485,3,Practical Data Tools & Techniques,"Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam [ Andreas Botsikas,  and , Michael Hlobil] English Packt Publishing (December 3, 2021) Practical Data Tools & Techniques rating 4.4 stars 4.310679611650485 17 reviews priced at $53.64 448 pages"
